"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21233",96.7556498145474,5.32217075142352,1.28484277608132,4.1422739423852,3.43879251165772e-05,0.0039711912808733
"5234",603.337998737651,3.15776701034977,0.763484563600702,4.13599326154976,3.53422561640411e-05,0.00403527612157969
"7644",17.5589514102105,6.99208278954804,1.69105767750523,4.13473938976657,3.55357661517319e-05,0.00403527612157969
"15009",702.541803072084,2.16408679168305,0.523416750510315,4.1345386626873,3.55668376264175e-05,0.00403527612157969
"18896",22156.6749887442,2.16618008090418,0.524175923443782,4.132544025816,3.58770018355282e-05,0.00404680065471559
"10045",284741.624750472,2.16472077662016,0.52463235124674,4.12616715586811,3.6885921075556e-05,0.00413655349587781
"22833",182.457472944372,2.64800804429286,0.642273285964284,4.12286810328292,3.74183976792722e-05,0.00415092386825598
"12765",27.2157021563997,-1.57161429203071,0.381207823102772,-4.12272308379937,3.74419708749444e-05,0.00415092386825598
"9154",84.0421197834734,3.1743298977187,0.770410801046026,4.12030814392627,3.78366022107317e-05,0.00417084045165003
"16573",24531.3238567761,0.91674806042851,0.222721028199216,4.11612710232513,3.85291886391623e-05,0.0042103325307626
"20616",312.573258362828,4.25623355191059,1.03418817060363,4.11553107344703,3.86288949268462e-05,0.0042103325307626
"20237",2824.83595383701,2.77399720384968,0.674609387223944,4.11200504526751,3.92237725486863e-05,0.00425128721350315
"14499",2033.62543154951,2.78239015651154,0.678673983183095,4.09974483398002,4.13605907448851e-05,0.00445798233911953
"11507",520.766906957435,-1.49284177258567,0.364972738556733,-4.09028295781498,4.30847232607598e-05,0.00461815865183426
"12865",231.021721439671,1.43595849554238,0.351309916769509,4.08744082360902,4.36157880174193e-05,0.00463127552388012
"5536",144.975909288951,-1.10861362463375,0.271248636977423,-4.08707537478251,4.36845224921427e-05,0.00463127552388012
"23388",33.4756239706741,1.25489583131858,0.307213935297179,4.08476207338926,4.41220031410322e-05,0.00465223360293025
